ulasan_bersih,sentimen
pesan makanan sudah  jam lebih gak bisa di cancel kata cs nya gojek sekarang jadi lama  respon nya lambat sekali  terus banyak alasan pula  kecewa sekali,negatif
salah alamat ga bisa di ganti mengecewakan,negatif
kok makin lama makin payah sih ganti hp gak bisa login banyak bgt persyaratan terus kalo program beta sudah penuh gak ada solusi gitu ya,negatif
njir nyari driver skrng susah bgtapp ini bukannya makin maju malah bisa lari ke app sebelah ga ribet,negatif
ditingkatkan lagi untuk proses layananannya jika tidak bisa bilang tidak bisa untuk layanan gopay juga jangan dipersulit dan lebih ditingkatkan lagi,negatif
sistem aplikasi ini sangat tidak bisa membantu agar saya bisa login ke akun gojek dan saldo saya bisa saya nikmati,negatif
kasih driver suka jauh dr lokasi jemput,netral
vouchernya cuman bisa dipakai  tolong kembalikan seperti dulu yang bisa pakai voucher  sekaligus sudah enak dan buat pengguna betah kenapa malah diganti sistemnya,negatif
tadinya gw top up game lancar² aja eh terus ga bisa top up game pake gopay sekarang yg eror ga bisa kirim uang padahal sebelumnya lancar² aja hadehh chat pake gmail ga di bales,negatif
halo kok saya gak bisa ganti map ya udah di ganti tp pas pesen titiknya geser lg ditempat semula udah update padahal udah reinstall,netral
ada kendala pembayaran minta nomor driver ga dikasih harusnya minta konfirmasi ke masing pihak dan minta bukti terkait bukan cuma bilang gabisa trus tutup chat tidak helpful bintang,negatif
saya kecewa dengan gojek saya sering transaksi di gojek dan menjadi pengguna apk gojek sudah setahun namun ketika saya mengajukan gopay pinjam pengajuan saya di tolak katanya saya tidak memenuhi syarat padahal saya rajin transaksi hampir setiap hari saya pake gojek untuk belanja keperluan sehari hari dll tapi ketika melakukan pengajuan gopay later ditolak klo mau laku perbaiki sistem mu kalo ingin rame,negatif
aplikasi membantu namun disayangkan di kota saya kota garut tarifnya terlalu mahal dilihat dari segi perekonomian garut masih tertinggal tolong pihak aplikator dikaji kembali masyarakat banyak yg kebingungan mengapa tarif naik x lipat,positif
pesanan sering tidak sesuai dan kurang porsi ya padahal sudah bayar sesuai porsi ya,negatif
tolong di percepat pencarian drivernya pesen bubur ayam aja sampe  mnt lebih  pdhl jarak cuma  km dan warungnya tidak rame,netral
selama ini bagus sih banyak promo yg saya pakai dan mudahn slalu ada promo yg menarik,positif
driver nya ramahramah semua dan utk aplikasi driver paling best menurut saya itu yah aplikasi gojek semoga jaya terus dan tetap menebarkan kebaikan,positif
lama drevernya yg mau sampe karna saya lihat gps drevernya yg dapet jauh jadi makan waktu yg lama juga kasiaan drevernya ke jauhan ngambil barangnya,negatif
maaf sy mencoba kedua akun sy untuk meningkatkan go pay saat di minta foto ktp sim blur tidak bisa sama sekali masukan pasporpun tidak di terima maaf keluhaan ini benar agak keterlaluan padahl sy sering memakai gojek tetapi tidak bisa pakai secara maximal kembali memakai grab,negatif
aplikasi nya mempunyai banyak sekali manfaat pesen makanan bepergian menggunakan sepeda mobil dan masih banyak manfaat lain nyaaaa terimakasih gojek sudah memberi seribu manfaat ☺️☺️☺️,positif
maaf kasih bintang tolong dong developer perbaiki pas top up game tidik bisi kenapa ya seperti game free fire tuh gk bisa di top up lewat gopay tolong banget di perbaiki ya developer,netral
terlalu banyak iklan beda sama yg apk dulu cuma buat hp banyak virus,negatif
puas dengan pelayanan btw dulu saya sering pesen go food krn banyak promonya hehe,positif
nyesel banget topup gopay udah dibikin ribet gak bisa masuk beranda gak ada opsi kode otp ke email ataupun wa sumpah kecewa,negatif
susah dspat driver kebanyakan menolak pesanan sudah nunggu satu jam tapi di tolak terus bukan cuma sekali twoi berulang,negatif
ongkir di gofood go shopp kok makin mahal yaorder makanan ato ambil barang lebih mahal di ongkir kalo yg ojol gofood ongkir dikit nya dapet jauh jd minta cancel kalo order deket tolong donk cantelin yg ojol deket dr resto jd ga minta cancel ojol nya cancelnya ga dr ojolnya tp selalu minta customer yg cancel padahal saya kadang kasian ma ojol makanya order gofood buat bantu ojol meski ongkir nya kadang lebih mahal tp klo jd yg disalahin cust ma ojol kayanya ga pas bukan salah customer,positif
mau bayar gopay later eror terus notifikasi internet mati padahal internet saya aktif besok sudah kena denda kalau tdk dibayar sedangkan saya mau bayar gagal mulu,negatif
keren cepat dalam transaksi dan pencairan dana gk ribet dan simple cuma kadang bingung mau cek saldo,positif
terpaksa saya turunin dua kali beli isi saldo tidak masuk upgrade lama aneh mau isi vocer aja susah,positif
kurang ajar bikin nunggu  jam tau dibatalin sama resto etikanya dimana bikin fitur pembatalan sepihak setelah konfirmasi order dan nunggu lama udah x loh ya pembeli dibuat nunggu tau dibatalin,negatif
mobilisasi jadi lebih mudah ketika kendaraan sedang tidak dapat digunakan,positif
force close ketika mau ngasih nilai ke driver dibuka lagi baru bisa kasih nilai,positif
aplikasi sering bug saya mencari driver tidak bisa padahal sore bisa malam akan digunakan tidak bisa mohon segera ditindak lanjuti perfoma aplikasi tersebut,negatif
sejauh ini saya suka menggunakan gojek tp satu yg saya ingin sampaikan kalo saya itu byk sekali dpt vocer gocar sygnya cmn jarang saya pakek karna saya itu menggunakan app ini buat pesen gojek dan jarang utk gocar tp terimakasih lo udh ksh saya byk vocernya saya suka sama app ini dan jg para ojeknya ramah baik sopan tp lucunya kadang ada yg diamm yg krg pelayanan tp setiap org itukan bedajd ya bisa saya maklumi ohya satu lagi jgn sering diupdate terus ya memo saya penuhni jd sy ngapus app lain,positif
kesel banget sama gojek masa akun saya ditangguhkan jadi nggak bisa transfer pas dm di ig ma twitter responnya lama trus pas komplain katanya gabisa diperbaiki padahal di gopay uang aku lumayan banyak dan lagi butuh banget untuk transfer kalo uangnya cuma ribuan gapapa aku ikhlas masalahnya ini banyak trus gimana kalo gabisa dipake transfer katanya ada aktivitas mencurigakan padahal saya ga ngapain cuma main gopay suwit aja😠 mohon diproses ya keluhan saya sangat mengecewakan👎,negatif
drivernya dapet jauhjauh terus jadi harus cancel berkalikali padahal lg buruburu,netral
saran buat pengguna kartu prakerja jangan menggunakan gopay karena banyak masalah dan kendala yang gajelas mending aplikasi tetangga ovcepet cair dana dari prakerja di puter dulu sudah melewati estimasi tanggal pencarian masih belum cair dasar lo yng kelewatan cururururuttt,negatif
wah sekarang gojek luar biasa harga produk makanan di merchant sekarang hampir   dari harga di lokasi merchant belum lagi dari driver   konon katanya untuk food malah  belum lagi biaya jasa aplikasi biaya bungkus sungguh luar biasa,negatif
agak kurang sih error terus,netral
top up game pakai gopay transaksi berhasil tapi tidak ada email masuk saldo terpotong di game jg tidak ada transaksi masuk ini gopaynya hari ini brmasalah ya,negatif
aplikasi yang sangat bagus untuk kebutuhan dalam transportasi ke suatu tempat yg kita ingin datangkan,positif
tolong kalo pesanan jangan sampai eror ke driver lain saya tadi sampai dilabrak karena saya membatalkan pesanan gosend × dengan kata kasar dan menjelekan saya mana drivernya satu kampung sama saya saya kaget lo ini saya sampai harus install ulang karena eror mohon diperbaiki jangan sampai ada yang seperti saya lagi,negatif
bagus sih sebelum update tapi abis ubdate jadi makin bingung apalagi gw udah nggak bisa top up game lagi asw tt sia sia gw udah isi gopay k buat top up eh malah nggak bisa maaf gw curhat,positif
smoga makin banyak ya bonus diskon nya dan ditingkatkan lagi diskon nya yaa,positif
iklan aplikasi ini kok muncul terus di hp saya bikin kesal,negatif
apa di aplikasi driver gojek ndak ada map nya ya atau gps gitu masak jarak km kok drivernya muter gak jelas menit baru sampai minta tolong di perbaiki,negatif
pakek aplikasi ini tiba² error gabisa order gocar mau pulang jadi gabisaaa,negatif
saya setia dan bangga pengguna jasa aplikasi indonesia ok  mitra nyaman dan driver anak indonesia makmur juga profesional terdidik  semangat jasa online ok  jayalah produk indonesia  akab  indonesia sudah merdeka  gojek produk kita  aplikasi google yang saya suka dan sudah lama saya pergunakan untuk menambah wawasan dan pengetahuan  google thanks,positif
apakah tidak ada standar perekrutan atau sop untuk driver dalam menjalankan kerja nya tolong pihak gojek diperhatikan lagi kelayakan pekerja nya jasa go ride untuk lebih ditingkatkan kebersihan sopan santun berkendara kecakapan membaca map menguasai jalan dan usia karena itu sangat mengganggu,netral
kenapa aplikasih ini semakin error dan goblok semua kode promo kadaluarsasudah habis kalau bikin promo itu yang bagus jangan nipu orangyang buat apk ini keknya cuman buat hiburan semata aja agar banya k yang downloadyang baca ini auto uninstal supaya bangkrut nah apk,negatif
bosan mendapat kan voucher gofood resto yang sangat jauh dan yang tidak pernah saya belikali kali beri voucher yang biasa saja tidak usah yang harus pesan di resto tertentu,negatif
plis promo nya yang jelas khusus buat goride saya tiap hari pake goride knpa ga pernah dpt promo sedangkan temen saya slalu dpt potongan 😓 sampe saya beli loh buat dpt potongan  kek gaadil gt pls,negatif
saya gabisa buka aplikasi sampah sekalimakin kesini bukannya makin bagus malah makin downmending grab saldo saya masih banyak di akun gojek tp aplikasi tdk bs dibuka sama sekali,negatif
aplikasi nya bagus dan memudahkan kita dalam melakukan perjalanan ke tempat tujuan kita 🔥,positif
saya memiliki dua akun tolong bantu saya menghapus akun yang baru karena saya ingin menggantikan nomor itu ke akun yg telah saya upgrade,negatif
sayang nya gak bisa belanja sayur mayur cabe bawang dll seperti di grab atau shopee juga beli rokk gak bisa lagi di go mart sayang sekali terpaksa ⭐️ sy turunin ya walaupun saya jajan di gofood dan pakai jasa goride bisa di kalkulasikan udah puluhan juta kali tetep masih gak puas mohon perhatian nya apa yg kita butuhkan bukan yg kalian inginkan ya thanks,negatif
mau upgrade ke premium sulit padahal pake ktp digital gak bisa,positif
akun udah lama aktif  tiba ga bisa buat di pake  sampe bikin saldo gopay ke tahan rban  tlp ke cs bilang nya perangkat di blokir  disuruh login di perangkat lain  tapi udah login di hp lain masih jga ga bisa  ga jelas banget layanan nya,negatif
kemaren masih gampang dapet driver sekarang kok susah bgt sekalinya dapet dicancel tolong dong perbaiki,negatif
mentang mentang saya order trip pendek pesanan saya di oper oper tolong itu mitramu yg suka pilih pilih order jangan dimanjakan suspend masih banyak driver lain yang tidak pilih pilih orderan,negatif
banyakin promonanti pindah ke aplikasi sebelah,positif
iklan nya bisa dihilangkan gak sih inimengganggu sekali,negatif
kasihan driver sudah berusaha bekerja dgn baik dan jujur serta profesional melayani customer ternyata sistem dalam aplikasi tidak bisa memberikan keuntungan yg merata pada driver padahal aplikasi ini adalah sbg alat untuk mencari maisyah menafkahi kebutuhan keluarga kalau sistem seperti ini apa yang diharapkan dari aplikasi ini tolong dirubah sistem ini menjadi lebih baik lagi terima kasih 🙏,negatif
praktis tapi lebih mantap lagi kalo ada diskon 😂,positif
saya transfer dana ke rekening orang lain status masih menunggutrus masuk ke bntuan malah disuruh nunggu dua haritrus kalau dua hari belum bisa di suruh segala kirim foto mutasibuku rekening bank tujuantrus gimana yang kaya saya transfer dananya untuk top upmana ada aplikasi yang mau foto buku rekening mereka segala,positif
yg saya ga suka dari aplilasi ini sering banget upgrade nya belom lagi saya kalo mau pesen go food apk nya ga respon malah keluar lagi tolong diperhatikan lagi,negatif
saldo hilang tanpa verifikasi sms atau link apapun pin terganti sendiri dibilang gaada pembajakan akun wkwkw aneh aneh,negatif
gohek aplikasi yg sangat membantu,positif
bagus sangat membantu,positif
mapnya sekarang suka nyasar² padahal titik sudah sesuai kasian yg jadi drivernya,negatif
app bbrp waktu lalu setiap digunakan minta di updatetp gk bssy cba dgn cabut instal ulang malah gk bs di instal lgsy instal di hp lain dgn email yg terdaftar malah gk bs jg 😤,negatif
apk kntl mempersulit login harus veri muka tpi gk bisa² mending ilangin aja,negatif
tolong masukan supaya untuk ktp yg udah lama pudar atau udah gak jelas foto nya tolong beri opsi yang laen jangan hanya ktp dan paspor saja kalau gak ada paspor gimana saya sampai skrg gak bisa update gopay alhasil sampai sekarang gak bisa dipakai alias gak guna gopay saya yg cuma  ribu kan easy masukan input data harus dibanyakin jangan cuma ktp atau paspor saja sim kan ada ada jga bpjs ada jg npwp gak cuma ktp atau pasporrr tq,negatif
tolong di maksimalkan lagi buat maps drivernya sering lambatdi maps masih di jalan tapi driver sudah sampaiterima kasih,positif
aplikasi sangat membantu bepergian saya suka cuman rada ngeleg sedikit jadi di kasih bintang  dulu,positif
kecewatolong kembalikan saldo saya walaupun kecil karena saya mentransfer saldo ke rekening bank yg sudah tidak aktif dan sampai sekarang masih dalam prosestolong kembalikan saldo sayaaa,positif
sangat membantu pokoknyaa,positif
ga bisa login hape sebelumnya rusak ini pake hape lainnya sudah downoad sudah pilih masuk verifikasi sms ga terkirim telepon saya ga ada telpon udah beberapqkali nyoba selalu begitu kamu ngambek jan diem aja gitu aku binggu nih,negatif
ko saya mau aktifkan gopaylater susah trus go pinjam juga malah dokumen lagi di upload terus udah beberapa hari ga beres beres ya tolong donk bantuannya gimana,positif
kmrn masih bisa pake double promo promo restovoucher potongan  dr gojek jd kenanya hemat bgt skrg cuma bisa  promo doang mana discnya ngga banyak kayak tetangga sebelah ngga lagi deh jajan lewat gojek,negatif
setelah tahu akun drivernya banyak yg ga sesuaidriver dan motornya bedasy pindah ke sebelah yang lebih amandengan akun drivernya yg di verifikadi wajah,positif
untuk driver wilayah bali banyak yang milih milih penumpang susah banget cari driver semoga ada perbaikan atau evaluasi ke driver terlalu lama caru driver sampe  jam an untuk rute yang deket,positif
terimakasih  urusan nya jadi mudah gak perlu nyetir gak mikirin servis pajak dll pokoknya tinggal ketik duduk manis dan bisa gonta ganti mobil,positif
parah berat aplikasinya sudah update malah makin buruk mau pesan goofood langganan jadi gak bisa pindah dulu ke layanan sebelah deh,negatif
dear developer gojek saya menemukan ada satu bug dalam aplikasi gojek yaitu saat mendaftarkan akun pada bagian kode referal yang seharusnya opsional tidak harus di isi sekarang malah menjadi keharusan untuk di isi agar tetap bisa lanjut mendaftar ini sangat mengganggu bagi sebagian orang jadi tolong segera diperbaiki ya please terima kasih,positif
